Date,Open,High,Low,Close,Adj Close,Volume
9/5/2017,2.36,2.36,2.36,2.36,1.943327,0
10/5/2017,2.36,2.36,2.36,2.36,1.943327,0
11/5/2017,2.36,2.36,2.36,2.36,1.943327,0
12/5/2017,2.36,2.36,2.36,2.36,1.943327,1200
15/5/2017,2.36,2.36,2.36,2.36,1.943327,0
16/5/2017,2.355,2.355,2.355,2.355,1.93921,2000
17/5/2017,2.355,2.355,2.355,2.355,1.93921,0
18/5/2017,2.355,2.355,2.355,2.355,1.93921,0
19/5/2017,2.355,2.355,2.355,2.355,1.93921,0
22/5/2017,2.355,2.355,2.355,2.355,1.93921,0
23/5/2017,2.355,2.355,2.355,2.355,1.93921,0
24/5/2017,2.70625,2.70625,2.50875,2.50875,2.065814,1200
25/5/2017,2.50875,2.50875,2.50875,2.50875,2.065814,0
26/5/2017,2.50875,2.50875,2.50875,2.50875,2.065814,0
30/5/2017,2.50875,2.50875,2.50875,2.50875,2.065814,0
31/5/2017,2.31,2.31,2.31,2.31,1.902155,600
1/6/2017,2.31,2.31,2.31,2.31,1.902155,0
2/6/2017,2.31,2.31,2.31,2.31,1.902155,0
5/6/2017,2.31,2.31,2.31,2.31,1.902155,0
6/6/2017,2.31,2.31,2.31,2.31,1.902155,0
7/6/2017,2.31,2.31,2.31,2.31,1.902155,0
8/6/2017,2.31,2.31,2.31,2.31,1.902155,0
9/6/2017,2.55,2.55,2.545,2.545,2.095664,2400
12/6/2017,2.545,2.545,2.545,2.545,2.095664,0
13/6/2017,2.675,2.6875,2.675,2.6875,2.213005,2400
14/6/2017,2.6875,2.6875,2.6875,2.6875,2.213005,0
15/6/2017,2.6875,2.6875,2.6875,2.6875,2.213005,0
16/6/2017,2.6875,2.6875,2.6875,2.6875,2.213005,0
19/6/2017,2.6875,2.6875,2.6875,2.6875,2.213005,0
20/6/2017,2.6875,2.6875,2.6875,2.6875,2.213005,0
21/6/2017,2.6875,2.6875,2.6875,2.6875,2.213005,0
22/6/2017,2.6875,2.6875,2.6875,2.6875,2.213005,0
23/6/2017,2.6875,2.6875,2.6875,2.6875,2.213005,0
26/6/2017,2.6875,2.6875,2.6875,2.6875,2.213005,0
27/6/2017,2.6875,2.6875,2.6875,2.6875,2.213005,0
28/6/2017,2.6875,2.6875,2.6875,2.6875,2.213005,0
29/6/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
30/6/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
3/7/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
5/7/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
6/7/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
7/7/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
10/7/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
11/7/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
12/7/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
13/7/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
14/7/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
17/7/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
18/7/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
19/7/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
20/7/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
21/7/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
24/7/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
25/7/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
26/7/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
27/7/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
28/7/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
31/7/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
1/8/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
2/8/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
3/8/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
4/8/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
7/8/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
8/8/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
9/8/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
10/8/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
11/8/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
14/8/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
15/8/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
16/8/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
17/8/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
18/8/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
21/8/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
22/8/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
23/8/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
24/8/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
25/8/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
28/8/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
29/8/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
30/8/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
31/8/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
1/9/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
5/9/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
6/9/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
7/9/2017,,2.6875,2.6875,2.6875,2.236304,0
8/9/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
11/9/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
12/9/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
13/9/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
14/9/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
15/9/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
18/9/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
19/9/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
20/9/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
21/9/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
22/9/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
25/9/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
26/9/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
27/9/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
28/9/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
29/9/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
2/10/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
3/10/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
4/10/2017,2.6875,2.6875,2.6875,2.6875,2.236304,0
5/10/2017,2.485,2.485,2.485,2.485,2.067801,400
6/10/2017,2.485,2.485,2.485,2.485,2.067801,0
9/10/2017,2.465,2.465,2.465,2.465,2.051159,800
10/10/2017,2.465,2.465,2.465,2.465,2.051159,0
11/10/2017,2.465,2.465,2.465,2.465,2.051159,0
12/10/2017,2.465,2.465,2.465,2.465,2.051159,0
13/10/2017,2.465,2.465,2.465,2.465,2.051159,0
16/10/2017,2.865,2.865,2.865,2.865,2.384004,400
17/10/2017,2.865,2.865,2.865,2.865,2.384004,0
18/10/2017,2.865,2.865,2.865,2.865,2.384004,0
19/10/2017,2.865,2.865,2.865,2.865,2.384004,0
20/10/2017,2.865,2.865,2.865,2.865,2.384004,0
23/10/2017,2.865,2.865,2.865,2.865,2.384004,0
24/10/2017,2.865,2.865,2.865,2.865,2.384004,0
25/10/2017,2.865,2.865,2.865,2.865,2.384004,0
26/10/2017,2.865,2.865,2.865,2.865,2.384004,0
27/10/2017,2.865,2.865,2.865,2.865,2.384004,0
30/10/2017,2.865,2.865,2.865,2.865,2.384004,0
31/10/2017,2.865,2.865,2.865,2.865,2.384004,0
1/11/2017,2.865,2.865,2.865,2.865,2.384004,0
2/11/2017,2.865,2.865,2.865,2.865,2.384004,0
3/11/2017,2.865,2.865,2.865,2.865,2.384004,0
6/11/2017,2.865,2.865,2.865,2.865,2.384004,0
7/11/2017,2.865,2.865,2.865,2.865,2.384004,0
8/11/2017,2.865,2.865,2.865,2.865,2.384004,0
9/11/2017,3.135,3.135,3.135,3.135,2.608674,200
10/11/2017,3.135,3.135,3.135,3.135,2.608674,0
13/11/2017,3.135,3.135,3.135,3.135,2.608674,0
14/11/2017,3.135,3.135,3.135,3.135,2.608674,0
15/11/2017,3.135,3.135,3.135,3.135,2.608674,0
16/11/2017,3.135,3.135,3.135,3.135,2.608674,0
17/11/2017,3.135,3.135,3.135,3.135,2.608674,0
20/11/2017,3.135,3.135,3.135,3.135,2.608674,0
21/11/2017,3.135,3.135,3.135,3.135,2.608674,0
22/11/2017,3.135,3.135,3.135,3.135,2.608674,0
24/11/2017,3.135,3.135,3.135,3.135,2.608674,0
27/11/2017,3.135,3.135,3.135,3.135,2.608674,0
28/11/2017,3.135,3.135,3.135,3.135,2.608674,0
29/11/2017,3.135,3.135,3.135,3.135,2.608674,0
30/11/2017,3.135,3.135,3.135,3.135,2.608674,0
1/12/2017,3.135,3.135,3.135,3.135,2.608674,0
4/12/2017,3.135,3.135,3.135,3.135,2.608674,0
5/12/2017,3.135,3.135,3.135,3.135,2.608674,0
6/12/2017,3.135,3.135,3.135,3.135,2.608674,0
7/12/2017,3.135,3.135,3.135,3.135,2.608674,0
8/12/2017,3.135,3.135,3.135,3.135,2.608674,0
11/12/2017,3.135,3.135,3.135,3.135,2.608674,0
12/12/2017,3.135,3.135,3.135,3.135,2.608674,0
13/12/2017,3.135,3.135,3.135,3.135,2.608674,0
14/12/2017,3.27,3.27,3.27,3.27,2.721009,4800
15/12/2017,3.27,3.27,3.27,3.27,2.721009,0
18/12/2017,3.27,3.27,3.27,3.27,2.721009,0
19/12/2017,3.27,3.27,3.27,3.27,2.721009,0
20/12/2017,3.675,3.675,3.675,3.675,3.058015,400
21/12/2017,3.675,3.675,3.675,3.675,3.058015,0
22/12/2017,3.68,3.68,3.68,3.68,3.062176,200
26/12/2017,3.68,3.68,3.68,3.68,3.062176,0
27/12/2017,3.68,3.68,3.68,3.68,3.062176,0
28/12/2017,3.68,3.68,3.68,3.68,3.062176,0
29/12/2017,3.68,3.68,3.68,3.68,3.062176,0
2/1/2018,3.68,3.68,3.68,3.68,3.062176,0
3/1/2018,,3.68,3.68,3.68,3.062176,0
4/1/2018,4.6,4.6,4.6,4.6,3.82772,1000
5/1/2018,4.6,4.6,4.6,4.6,3.82772,0
8/1/2018,4.6,4.6,4.6,4.6,3.82772,0
9/1/2018,4.4875,4.4875,4.4875,4.4875,3.734107,600
10/1/2018,4.4875,4.4875,4.4875,4.4875,3.768962,0
11/1/2018,4.225,4.225,4.225,4.225,3.548493,1800
12/1/2018,4.35,4.35,4.35,4.35,3.653478,200
16/1/2018,4.535,4.535,4.535,4.535,3.808856,200
17/1/2018,4.535,4.535,4.535,4.535,3.808856,0
18/1/2018,4.535,4.535,4.535,4.535,3.808856,0
19/1/2018,4.38,4.38,4.38,4.38,3.678675,1000
22/1/2018,4.625,4.625,4.625,4.625,3.884445,400
23/1/2018,4.625,4.625,4.625,4.625,3.884445,0
24/1/2018,4.625,4.625,4.625,4.625,3.884445,0
25/1/2018,4.625,4.625,4.625,4.625,3.884445,0
26/1/2018,4.625,4.625,4.625,4.625,3.884445,0
29/1/2018,4.625,4.625,4.625,4.625,3.884445,0
30/1/2018,4.875,4.875,4.875,4.875,4.094415,200
31/1/2018,4.5,4.5,4.5,4.5,3.77946,6200
1/2/2018,4.5,4.5,4.5,4.5,3.77946,0
2/2/2018,4.5,4.5,4.5,4.5,3.77946,0
5/2/2018,4.5,4.5,4.5,4.5,3.77946,0
6/2/2018,4.5,4.5,4.5,4.5,3.77946,9400
7/2/2018,4.5,4.5,4.5,4.5,3.77946,0
8/2/2018,4.5,4.5,4.5,4.5,3.77946,0
9/2/2018,4.5,4.5,4.5,4.5,3.77946,0
12/2/2018,4.5,4.5,4.5,4.5,3.77946,0
13/2/2018,4.5,4.5,4.5,4.5,3.77946,0
14/2/2018,4.5,4.5,4.5,4.5,3.77946,0
15/2/2018,4.5,4.5,4.5,4.5,3.77946,0
16/2/2018,4.5,4.5,4.5,4.5,3.77946,0
20/2/2018,4.5,4.5,4.5,4.5,3.77946,0
21/2/2018,4.5,4.5,4.5,4.5,3.77946,0
22/2/2018,4.5,4.5,4.5,4.5,3.77946,0
23/2/2018,4.5,4.5,4.5,4.5,3.77946,0
26/2/2018,5.0375,5.0375,4.71,4.71,3.955835,1400
27/2/2018,5.315,5.315,5.315,5.315,4.463962,400
28/2/2018,5.315,5.315,5.315,5.315,4.463962,0
1/3/2018,5.315,5.315,5.315,5.315,4.463962,0
2/3/2018,5.315,5.315,5.315,5.315,4.463962,0
5/3/2018,5.315,5.315,5.315,5.315,4.463962,0
6/3/2018,5.315,5.315,5.315,5.315,4.463962,0
7/3/2018,5.315,5.315,5.315,5.315,4.463962,0
8/3/2018,5.315,5.315,5.315,5.315,4.463962,0
9/3/2018,5.315,5.315,5.315,5.315,4.463962,0
12/3/2018,5.315,5.315,5.315,5.315,4.463962,0
13/3/2018,5.315,5.315,5.315,5.315,4.463962,0
14/3/2018,5.315,5.315,5.315,5.315,4.463962,0
15/3/2018,5.315,5.315,5.315,5.315,4.463962,0
16/3/2018,5.315,5.315,5.315,5.315,4.463962,0
19/3/2018,4.82,4.82,4.82,4.82,4.048223,800
20/3/2018,4.82,4.82,4.82,4.82,4.048223,0
21/3/2018,4.82,4.82,4.82,4.82,4.048223,0
22/3/2018,4.82,4.82,4.82,4.82,4.048223,0
23/3/2018,4.82,4.82,4.82,4.82,4.048223,0
26/3/2018,4.82,4.82,4.82,4.82,4.048223,0
27/3/2018,4.82,4.82,4.82,4.82,4.048223,0
28/3/2018,4.825,4.825,4.825,4.825,4.052421,0
29/3/2018,4.825,4.825,4.825,4.825,4.052421,0
2/4/2018,4.825,4.825,4.825,4.825,4.052421,0
3/4/2018,4.825,4.825,4.825,4.825,4.052421,0
4/4/2018,4.825,4.825,4.825,4.825,4.052421,0
5/4/2018,4.825,4.825,4.825,4.825,4.052421,0
6/4/2018,4.825,4.825,4.825,4.825,4.052421,0
9/4/2018,4.825,4.825,4.825,4.825,4.052421,0
10/4/2018,4.825,4.825,4.825,4.825,4.052421,0
11/4/2018,4.825,4.825,4.825,4.825,4.052421,0
12/4/2018,4.82,4.82,4.82,4.82,4.048223,1200
13/4/2018,4.875,4.875,4.875,4.875,4.094415,1000
16/4/2018,4.875,4.875,4.875,4.875,4.094415,0
17/4/2018,4.875,4.875,4.875,4.875,4.094415,0
18/4/2018,4.875,4.875,4.875,4.875,4.094415,0
19/4/2018,4.875,4.875,4.875,4.875,4.094415,0
20/4/2018,4.875,4.875,4.875,4.875,4.094415,0
23/4/2018,4.875,4.875,4.875,4.875,4.094415,0
24/4/2018,4.875,4.875,4.875,4.875,4.094415,2000
25/4/2018,4.875,4.875,4.875,4.875,4.094415,0
26/4/2018,4.5,4.5,4.5,4.5,3.77946,600
27/4/2018,4.5,4.5,4.5,4.5,3.77946,0
30/4/2018,4.5,4.5,4.5,4.5,3.77946,0
1/5/2018,4.5,4.5,4.5,4.5,3.77946,0
2/5/2018,4.5,4.5,4.5,4.5,3.77946,0
3/5/2018,4.5,4.5,4.5,4.5,3.77946,0
4/5/2018,4.5,4.5,4.5,4.5,3.77946,0
7/5/2018,4.5,4.5,4.5,4.5,3.77946,0
8/5/2018,4.865,4.865,4.865,4.865,4.086017,200
9/5/2018,4.865,4.865,4.865,4.865,4.086017,0
10/5/2018,4.865,4.865,4.865,4.865,4.086017,0
11/5/2018,4.865,4.865,4.865,4.865,4.086017,0
14/5/2018,4.865,4.865,4.865,4.865,4.086017,0
15/5/2018,4.865,4.865,4.865,4.865,4.086017,0
16/5/2018,4.865,4.865,4.865,4.865,4.086017,0
17/5/2018,4.865,4.865,4.865,4.865,4.086017,0
18/5/2018,4.865,4.865,4.865,4.865,4.086017,0
21/5/2018,4.865,4.865,4.865,4.865,4.086017,0
22/5/2018,4.865,4.865,4.865,4.865,4.086017,0
23/5/2018,4.865,4.865,4.865,4.865,4.086017,0
24/5/2018,4.865,4.865,4.865,4.865,4.086017,0
25/5/2018,4.865,4.865,4.865,4.865,4.086017,0
29/5/2018,5.02,5.02,5.02,5.02,4.216197,1000
30/5/2018,5.02,5.02,5.02,5.02,4.216197,0
31/5/2018,5.02,5.02,5.02,5.02,4.216197,0
1/6/2018,5.02,5.02,5.02,5.02,4.216197,0
4/6/2018,5.02,5.02,5.02,5.02,4.216197,0
5/6/2018,5.02,5.02,5.02,5.02,4.216197,0
6/6/2018,5.02,5.02,5.02,5.02,4.216197,0
7/6/2018,5.02,5.02,5.02,5.02,4.216197,0
8/6/2018,5.02,5.02,5.02,5.02,4.216197,0
11/6/2018,5.02,5.02,5.02,5.02,4.216197,0
12/6/2018,5.02,5.02,5.02,5.02,4.216197,0
13/6/2018,5.46,5.46,5.445,5.445,4.573147,3600
14/6/2018,5.445,5.445,5.445,5.445,4.573147,0
15/6/2018,5.445,5.445,5.445,5.445,4.573147,0
18/6/2018,5.445,5.445,5.445,5.445,4.573147,0
19/6/2018,5.445,5.445,5.445,5.445,4.573147,0
20/6/2018,5.47,5.47,5.47,5.47,4.594144,800
21/6/2018,5.47,5.47,5.47,5.47,4.594144,0
22/6/2018,5.47,5.47,5.47,5.47,4.594144,0
25/6/2018,5.47,5.47,5.47,5.47,4.594144,0
26/6/2018,5.47,5.47,5.47,5.47,4.594144,0
27/6/2018,5.095,5.095,5.095,5.095,4.279189,2400
28/6/2018,5.095,5.095,5.095,5.095,4.279189,0
29/6/2018,6,6,6,6,5.039281,400
2/7/2018,6,6,6,6,5.039281,0
3/7/2018,6,6,6,6,5.068849,0
5/7/2018,6,6,6,6,5.068849,0
6/7/2018,6,6,6,6,5.068849,0
9/7/2018,4.93,4.93,4.55,4.55,3.843878,4200
10/7/2018,4.55,4.55,4.55,4.55,3.843878,0
11/7/2018,4.55,4.55,4.55,4.55,3.843878,0
12/7/2018,4.55,4.55,4.55,4.55,3.843878,0
13/7/2018,4.55,4.55,4.55,4.55,3.843878,0
16/7/2018,4.55,4.55,4.55,4.55,3.843878,0
17/7/2018,5.0625,5.0625,5.0625,5.0625,4.276841,1000
18/7/2018,5.0625,5.0625,5.0625,5.0625,4.276841,0
19/7/2018,5.0625,5.0625,5.0625,5.0625,4.276841,0
20/7/2018,5.0625,5.0625,5.0625,5.0625,4.276841,0
23/7/2018,5.0625,5.0625,5.0625,5.0625,4.276841,0
24/7/2018,5.0625,5.0625,5.0625,5.0625,4.276841,0
25/7/2018,5.0625,5.0625,5.0625,5.0625,4.276841,0
26/7/2018,5.05495,5.05495,5.05495,5.05495,4.270463,200
27/7/2018,4.68,4.68,4.68,4.68,3.953701,1600
30/7/2018,4.68,4.68,4.68,4.68,3.953701,0
31/7/2018,4.68,4.68,4.68,4.68,3.953701,0
1/8/2018,4.68,4.68,4.68,4.68,3.953701,0
2/8/2018,4.68,4.68,4.68,4.68,3.953701,0
3/8/2018,4.68,4.68,4.68,4.68,3.953701,0
6/8/2018,4.68,4.68,4.68,4.68,3.953701,0
7/8/2018,4.68,4.68,4.68,4.68,3.953701,0
8/8/2018,4.68,4.68,4.68,4.68,3.953701,0
9/8/2018,4.68,4.68,4.68,4.68,3.953701,0
10/8/2018,5.03,5.03,5.03,5.03,4.249385,200
13/8/2018,4.8575,4.8575,4.8575,4.8575,4.103656,1400
14/8/2018,4.8575,4.8575,4.8575,4.8575,4.103656,0
15/8/2018,5,5,5,5,4.22404,2800
16/8/2018,5,5,5,5,4.22404,0
17/8/2018,5,5,5,5,4.22404,0
20/8/2018,5,5,5,5,4.22404,0
21/8/2018,5.25,5.25,5.25,5.25,4.435242,1000
22/8/2018,5.25,5.25,5.25,5.25,4.435242,0
23/8/2018,5.25,5.25,5.25,5.25,4.435242,0
24/8/2018,5.25,5.25,5.25,5.25,4.435242,0
27/8/2018,5.5475,5.5475,5.5,5.5,4.646445,1200
28/8/2018,5.5,5.5,5.5,5.5,4.646445,0
29/8/2018,5.5,5.5,5.5,5.5,4.646445,0
30/8/2018,5.555,5.7,5.5,5.55,4.688685,22200
31/8/2018,5.675,5.675,5.5,5.635,4.760494,26800
4/9/2018,5.785,5.785,5.375,5.5,4.646445,7200
5/9/2018,5.4875,5.6,5.45,5.45,4.604204,7000
6/9/2018,5.725,5.725,5.725,5.725,4.836526,8400
7/9/2018,5.415,5.415,5.4,5.415,4.574636,2800
10/9/2018,5.4,5.4975,5.4,5.425,4.583084,1800
11/9/2018,5.425,5.425,5.425,5.425,4.583084,0
12/9/2018,5.505,5.505,5.505,5.505,4.650669,200
13/9/2018,5.505,5.505,5.505,5.505,4.650669,0
14/9/2018,5.5,5.52,5.5,5.52,4.663341,1600
17/9/2018,5.295,5.295,5.2,5.2,4.393003,1600
18/9/2018,5.5,5.54,5.2,5.54,4.680237,3600
19/9/2018,5.275,5.275,5.275,5.275,4.456363,1400
20/9/2018,5.205,5.285,5.205,5.285,4.46481,3400
21/9/2018,5.285,5.285,5.285,5.285,4.46481,0
24/9/2018,5.125,5.125,5.125,5.125,4.329641,400
25/9/2018,5.18,5.235,5.125,5.235,4.42257,1600
26/9/2018,5.125,5.125,5.125,5.125,4.329641,1200
27/9/2018,5.125,5.255,5.125,5.255,4.439467,3600
28/9/2018,5.1575,5.1575,5.1575,5.1575,4.357098,2000
1/10/2018,5.1575,5.1575,5.1575,5.1575,4.357098,0
2/10/2018,5.1575,5.1575,5.1575,5.1575,4.357098,0
3/10/2018,5.1575,5.1575,5.1575,5.1575,4.357098,0
4/10/2018,5.1575,5.1575,5.1575,5.1575,4.357098,0
5/10/2018,5.1575,5.1575,5.1575,5.1575,4.357098,0
8/10/2018,5.05,5.05,5.05,5.05,4.266281,400
9/10/2018,5.05,5.05,5.05,5.05,4.266281,0
10/10/2018,5.05,5.05,5.05,5.05,4.266281,0
11/10/2018,5.1625,5.1625,5.1625,5.1625,4.361322,2000
12/10/2018,5.1625,5.1625,5.1625,5.1625,4.361322,0
15/10/2018,5,5.27,5,5.27,4.452139,800
16/10/2018,5.27,5.27,5.27,5.27,4.452139,0
17/10/2018,5.27,5.27,5.27,5.27,4.452139,0
18/10/2018,5.27,5.27,5.27,5.27,4.452139,0
19/10/2018,5.45,5.45005,5.45,5.45,4.604204,2600
22/10/2018,5.45,5.45,5.45,5.45,4.604204,0
23/10/2018,5.375,5.375,5.375,5.375,4.540844,2400
24/10/2018,5.255,5.5,5.255,5.5,4.646445,400
25/10/2018,5.55,5.55,5.55,5.55,4.688685,200
26/10/2018,5.495,5.495,5.495,5.495,4.64222,2000
29/10/2018,5.25,5.25,5.25,5.25,4.435242,2400
30/10/2018,5.25,5.25,5.25,5.25,4.435242,0
31/10/2018,5.25,5.25,5.25,5.25,4.435242,0
1/11/2018,5.5,5.5,5.275,5.3875,4.551404,6400
2/11/2018,10.775,10.775,10.775,10.775,9.102808,100
5/11/2018,5.47,5.47,5.4,5.4,4.561964,8200
6/11/2018,5.4,5.4,5.4,5.4,4.561964,0
7/11/2018,5.47,5.47,5.47,5.47,4.621101,800
8/11/2018,5.47,5.47,5.47,5.47,4.621101,0
9/11/2018,5.45,5.45,5.45,5.45,4.604204,1500
12/11/2018,5.45,5.45,5.45,5.45,4.604204,0
13/11/2018,5.45,5.45,5.45,5.45,4.604204,0
14/11/2018,5.45,5.45,5.45,5.45,4.604204,0
15/11/2018,5.4,5.4,5.4,5.4,4.561964,200
16/11/2018,5.4,5.4,5.4,5.4,4.561964,0
19/11/2018,5.25,5.25,5.25,5.25,4.435242,4000
20/11/2018,5.25,5.25,5.25,5.25,4.435242,100
21/11/2018,5.25,5.25,5.25,5.25,4.435242,100
23/11/2018,5.25,5.25,5.25,5.25,4.435242,0
26/11/2018,6.5,6.5,6.5,6.5,5.491253,800
27/11/2018,6,6,6,6,5.068849,200
28/11/2018,6.25,6.25,5.8,5.8,4.899888,900
29/11/2018,5.74,5.895,5.74,5.74,4.849198,2200
30/11/2018,5.74,5.74,5.74,5.74,4.849198,0
3/12/2018,5.74,5.74,5.74,5.74,4.849198,0
4/12/2018,5.74,5.74,5.74,5.74,4.849198,0
6/12/2018,5.74,5.74,5.74,5.74,4.849198,0
7/12/2018,5.56,5.56,5.56,5.56,4.697133,200
10/12/2018,5.3,5.3,5.3,5.3,4.477483,100
11/12/2018,5.3,5.3,5.3,5.3,4.477483,100
12/12/2018,5.3,5.3,5.3,5.3,4.477483,0
13/12/2018,5.33,5.33,5.33,5.33,4.502828,100
14/12/2018,5.34,5.34,5.34,5.34,4.511276,5000
17/12/2018,5.34,5.36,5.34,5.36,4.528171,300
18/12/2018,5.36,5.36,5.36,5.36,4.528171,0
19/12/2018,5.36,5.36,5.36,5.36,4.528171,0
20/12/2018,5.26,5.26,5.26,5.26,4.443691,400
21/12/2018,5.26,5.26,5.26,5.26,4.443691,0
24/12/2018,5.26,5.26,5.26,5.26,4.443691,0
26/12/2018,5.28,5.3,5,5.24,4.426794,7700
27/12/2018,5.24,5.24,5.24,5.24,4.426794,100
28/12/2018,5.24,5.24,5.24,5.24,4.426794,100
31/12/2018,5.25,5.25,5.2,5.2,4.393003,5100
2/1/2019,4.81,4.81,4.81,4.81,4.063527,200
3/1/2019,4.81,4.81,4.81,4.81,4.063527,0
4/1/2019,4.81,4.81,4.81,4.81,4.063527,0
7/1/2019,4.81,4.81,4.81,4.81,4.063527,0
8/1/2019,4.81,4.81,4.81,4.81,4.063527,0
9/1/2019,4.81,4.81,4.81,4.81,4.104487,0
10/1/2019,4.81,4.81,4.81,4.81,4.104487,0
11/1/2019,4.81,4.81,4.81,4.81,4.104487,0
14/1/2019,4.81,4.81,4.81,4.81,4.104487,0
15/1/2019,4.81,4.81,4.81,4.81,4.104487,0
16/1/2019,4.81,4.81,4.81,4.81,4.104487,0
17/1/2019,4.56,4.56,4.56,4.56,3.891155,300
18/1/2019,5,5,5,5,4.266618,1000
22/1/2019,5,5,5,5,4.266618,0
23/1/2019,5,5,5,5,4.266618,0
24/1/2019,4.835,4.835,4.835,4.835,4.12582,300
25/1/2019,4.835,4.835,4.835,4.835,4.12582,0
28/1/2019,4.61,4.61,4.61,4.61,3.933823,1000
29/1/2019,4.6,4.6,4.6,4.6,3.925289,800
30/1/2019,4.6,4.6,4.6,4.6,3.925289,0
31/1/2019,4.3,4.3,4.3,4.3,3.669291,1500
1/2/2019,4.43,4.43,4.43,4.43,3.780223,1900
4/2/2019,4.75,4.75,4.75,4.75,4.053287,100
5/2/2019,4.75,4.75,4.75,4.75,4.053287,0
6/2/2019,4.4,4.4,4.4,4.4,3.754623,300
7/2/2019,4.4,4.4,4.4,4.4,3.754623,0
8/2/2019,4.4,4.4,4.4,4.4,3.754623,0
11/2/2019,4.3,4.3,4.3,4.3,3.669291,400
12/2/2019,4.3,4.3,4.3,4.3,3.669291,0
13/2/2019,4.3,4.3,4.3,4.3,3.669291,0
14/2/2019,4.3,4.3,4.3,4.3,3.669291,0
15/2/2019,4.3,4.3,4.3,4.3,3.669291,0
19/2/2019,4.5,4.5,4.5,4.5,3.839956,500
20/2/2019,4.5,4.5,4.5,4.5,3.839956,0
21/2/2019,4.5,4.5,4.5,4.5,3.839956,0
22/2/2019,4.5,4.5,4.5,4.5,3.839956,0
25/2/2019,4.6,4.6,4.6,4.6,3.925289,1000
26/2/2019,4.6,4.6,4.6,4.6,3.925289,100
